Category,Sample_Count,Word_Count_Min,Word_Count_Max,Word_Count_Avg,Char_Length_Min,Char_Length_Max,Char_Length_Avg,Top_10_Words
Translation,41,20,178,60.073170731707314,129,923,370.7317073170732,"translation(76), api(71), developers(36), allows(26), translate(24), language(24), integrate(20), provides(19), access(19), text(18)"
Calendars,43,35,157,76.06976744186046,220,854,438.25581395348837,"api(86), calendar(58), users(30), events(23), service(22), developers(21), access(21), allows(20), data(19), calendars(19)"
Payments,457,25,216,76.38730853391685,150,1263,458.1859956236324,"api(762), payment(674), payments(439), allows(298), service(256), online(238), developers(227), applications(214), services(183), card(181)"
Enterprise,410,25,218,78.25853658536586,116,1285,472.1951219512195,"api(663), data(281), allows(249), service(232), users(226), applications(219), access(219), developers(211), information(192), provides(186)"
URL Shortener,53,18,115,60.35849056603774,92,641,322.9056603773585,"api(94), url(72), urls(47), links(39), service(37), allows(33), users(30), shorten(26), link(25), shortening(23)"
Blogging,53,20,144,70.84905660377359,106,814,391.22641509433964,"api(87), users(44), service(30), allows(29), posts(25), blog(24), blogs(24), data(22), content(20), provides(20)"
Other,157,6,205,74.03184713375796,33,1013,424.88535031847135,"api(241), data(111), users(108), access(91), allows(90), developers(81), applications(78), web(65), service(63), information(62)"
Fitness,16,36,141,74.75,186,830,431.875,"api(30), data(25), fitness(20), developers(12), allows(8), google(8), fit(8), applications(7), available(7), access(6)"
Media,82,28,138,78.5609756097561,172,851,447.8292682926829,"api(119), media(101), content(62), allows(52), users(42), video(41), service(40), applications(40), access(38), developers(34)"
Q&A,22,37,130,74.13636363636364,188,755,421.90909090909093,"api(38), questions(29), users(21), answers(18), answer(15), allows(15), service(12), information(11), question(10), site(9)"
Language,26,31,148,76.65384615384616,217,762,434.15384615384613,"api(47), language(37), text(19), service(14), data(13), languages(12), allows(12), syriac(12), developers(11), users(9)"
Weather,131,25,174,80.69465648854961,142,1027,478.6793893129771,"weather(325), api(226), data(208), provides(89), information(69), location(67), service(61), developers(57), forecast(54), forecasts(52)"
Shipping,134,24,229,78.76865671641791,168,1303,469.05223880597015,"shipping(197), api(193), service(102), delivery(89), tracking(75), provides(74), services(70), allows(60), available(56), information(55)"
Database,135,29,315,77.77037037037037,148,1891,444.837037037037,"api(238), data(201), database(117), users(80), allows(71), access(66), developers(65), service(64), applications(62), information(61)"
Travel,240,6,271,80.02916666666667,30,1570,466.09583333333336,"api(417), travel(268), information(162), data(116), booking(114), users(113), access(109), search(104), allows(102), provides(101)"
Government,302,16,222,84.38741721854305,83,1118,490.50993377483445,"data(497), api(487), information(253), government(173), access(165), provides(159), service(141), available(119), open(119), json(106)"
Transportation,217,32,319,73.96774193548387,165,1747,430.9815668202765,"api(367), data(197), information(162), provides(139), service(118), applications(109), developers(91), access(91), allows(80), transit(79)"
Wiki,11,29,132,69.0,161,708,376.3636363636364,"api(14), wiki(13), data(8), pages(8), users(7), wikipedia(6), information(5), web(5), developers(5), also(4)"
Office,81,27,180,72.55555555555556,138,1112,418.037037037037,"api(135), data(54), allows(54), users(50), applications(44), service(42), developers(40), documents(31), online(27), integrate(26)"
Chat,82,14,175,69.98780487804878,95,1044,408.4390243902439,"api(138), chat(115), users(49), service(35), applications(34), liveperson(34), allows(33), developers(32), messaging(29), live(29)"
News Services,82,17,133,67.35365853658537,86,750,378.2682926829268,"api(148), news(119), data(50), provides(49), content(49), access(45), developers(38), allows(35), users(35), articles(31)"
Tagging,4,49,86,67.0,302,555,410.5,"tags(6), thomson(4), reuters(4), calais(4), api(4), developers(4), tag(4), open(3), way(3), text(3)"
,0,0,0,0.0,0,0,0.0,
Email,252,20,209,75.86111111111111,136,1129,445.74603174603175,"email(545), api(459), users(148), allows(138), service(136), emails(128), marketing(125), developers(109), provides(99), applications(90)"
Education,213,34,225,78.95774647887323,197,1278,465.76525821596243,"api(362), information(139), data(133), access(111), provides(102), users(88), allows(87), online(85), developers(85), learning(83)"
Project Management,140,22,138,73.1,120,785,430.1142857142857,"api(231), management(149), project(137), users(95), allows(90), projects(82), access(72), service(70), applications(68), data(65)"
Personal Information Management,32,20,134,77.90625,92,770,427.46875,"api(46), data(26), users(26), task(22), tasks(19), service(15), notes(14), time(14), allows(14), provides(13)"
Statistics,18,30,152,63.44444444444444,164,794,356.3888888888889,"api(34), statistics(24), data(20), allows(14), canada(12), developers(10), available(8), indicators(7), provides(6), site(6)"
Security,248,19,192,77.58064516129032,98,1123,458.1733870967742,"api(414), service(165), users(161), allows(133), developers(132), security(123), access(123), applications(115), data(110), web(106)"
Entertainment,94,14,138,71.96808510638297,70,688,404.5,"api(169), users(61), allows(53), information(48), access(46), service(45), developers(41), provides(36), data(34), video(32)"
Real Estate,108,14,193,73.12037037037037,77,1053,418.712962962963,"api(171), estate(101), real(100), property(99), data(88), listings(47), users(47), provides(46), allows(44), search(42)"
Financial,682,16,252,77.42375366568915,92,1459,451.94281524926686,"api(1183), data(583), users(418), allows(388), provides(366), service(344), access(281), information(269), account(230), financial(228)"
SEO,34,28,120,61.794117647058826,147,624,351.38235294117646,"api(50), seo(32), users(23), search(18), access(16), service(16), sites(14), provides(14), json(13), web(12)"
Medical,110,8,140,81.34545454545454,34,838,494.2818181818182,"api(155), data(107), health(101), information(94), service(65), users(58), access(54), medical(53), provides(52), allows(47)"
Monitoring,54,24,169,70.31481481481481,144,885,403.94444444444446,"api(86), monitoring(57), developers(36), allows(33), data(33), users(31), service(26), performance(22), access(21), applications(20)"
Games,200,28,158,71.12,153,886,394.17,"api(353), game(220), games(135), developers(111), users(107), allows(99), data(93), information(86), provides(71), access(69)"
Screenshots,18,28,108,69.72222222222223,148,574,387.0,"api(34), screenshots(19), image(13), screenshot(13), url(12), website(11), web(11), developers(11), service(10), site(10)"
Sports,228,14,214,77.75877192982456,89,1060,440.06140350877195,"api(429), data(255), sports(169), provides(135), sportradar(127), developers(114), applications(113), live(107), league(106), information(98)"
Support,8,45,70,57.625,261,421,340.125,"api(13), service(8), zendesk(7), help(7), applications(6), users(6), dell(6), developers(5), allows(5), enables(4)"
Forms,12,16,81,58.416666666666664,96,446,345.1666666666667,"forms(21), api(13), form(9), users(9), applications(8), allows(7), data(7), surveys(6), orange(6), developers(5)"
Goals,7,51,86,64.71428571428571,268,473,377.7142857142857,"users(7), goals(7), api(7), allows(5), developers(5), rewards(5), applications(4), platform(4), activities(4), apps(4)"
Feeds,44,31,113,72.88636363636364,170,720,407.0681818181818,"api(64), feeds(52), users(41), rss(33), feed(33), content(27), allows(27), reader(21), service(20), data(19)"
Stocks,133,45,167,100.69924812030075,217,926,555.6992481203008,"data(427), prices(410), exchange(356), api(239), stock(219), intrinio(188), available(179), day(151), close(137), trading(122)"
Banking,110,24,283,82.22727272727273,133,1715,480.3727272727273,"api(258), banking(85), account(72), access(63), financial(62), bank(61), services(61), allows(57), developers(45), provides(45)"
Food,66,34,200,77.92424242424242,178,960,444.57575757575756,"api(121), food(58), information(52), allows(44), users(42), developers(36), data(35), access(34), applications(30), recipes(28)"
Purchasing,2,37,73,55.0,233,430,331.5,"api(4), developers(3), purchase(3), orders(3), google(2), developer(2), bring(2), services(2), play(1), allows(1)"
Data-as-a-Service,30,22,156,62.333333333333336,118,894,354.7,"api(48), data(42), access(14), provides(14), developers(14), users(13), requests(13), applications(12), responses(11), skills(11)"
Science,297,35,257,81.13131313131314,183,1482,485.2996632996633,"data(326), api(326), provides(156), information(156), service(142), access(129), database(125), methods(121), available(114), users(105)"
Politics,18,24,131,63.05555555555556,137,822,380.27777777777777,"api(43), information(23), pemilu(23), election(20), indonesia(16), retrieve(15), users(15), part(11), collection(11), apis(11)"
Real Time,9,36,93,64.44444444444444,244,481,370.55555555555554,"api(18), web(7), applications(7), allows(6), developers(6), real(6), time(6), information(5), analytics(4), provides(4)"
Marketing,80,34,128,64.825,192,788,387.7875,"api(140), marketing(96), developers(53), data(48), allows(37), platform(37), applications(34), access(31), services(30), campaigns(29)"
Platform-as-a-Service,37,24,146,67.08108108108108,144,839,393.8378378378378,"api(75), platform(34), allows(29), applications(25), web(24), wakanda(21), available(19), mobile(19), service(17), json(17)"
Geography,14,36,106,67.5,178,614,377.7857142857143,"api(30), developers(12), location(12), allows(9), information(9), get(8), geobytes(7), city(7), places(7), latitude(6)"
Booking,20,42,124,69.55,259,791,418.65,"api(37), booking(24), allows(16), appointments(16), services(14), book(13), developers(10), access(9), online(8), business(8)"
Authentication,35,31,269,76.6,186,1502,453.2,"api(62), user(41), authentication(37), users(23), developers(22), platform(20), allows(18), provides(17), access(17), orange(16)"
Bots,40,31,155,57.925,173,827,332.325,"api(77), bot(73), bots(54), developers(45), allows(32), messaging(28), applications(23), rest(21), messages(20), build(18)"
Images,82,23,186,71.79268292682927,124,1016,416.4756097560976,"api(163), image(90), images(75), developers(49), allows(46), users(35), applications(31), integrate(28), data(27), access(23)"
Coupons,13,37,164,85.84615384615384,228,1005,507.84615384615387,"api(21), coupon(19), platform(13), voucher(13), offers(12), coupons(10), developers(9), integrate(9), voucherify(9), mobile(8)"
Bitcoin,141,34,168,74.15602836879432,207,879,431.78723404255317,"api(344), bitcoin(184), developers(103), allows(86), access(75), data(71), exchange(69), information(69), users(69), payment(58)"
Data Mining,16,24,98,71.8125,136,576,408.5625,"api(31), data(16), allows(9), media(9), product(9), json(9), social(7), language(6), mining(6), provides(6)"
Logistics,20,38,178,78.65,228,1155,474.25,"api(42), mail(17), access(14), allows(14), customers(14), royal(13), service(12), delivery(12), provides(11), costs(11)"
File Sharing,80,17,365,69.7875,75,2202,401.9375,"api(136), file(102), files(97), users(69), allows(69), access(60), sharing(54), developers(49), applications(37), provides(36)"
Accounting,22,35,100,56.59090909090909,217,543,329.3181818181818,"api(35), accounting(31), sage(15), access(13), business(13), online(12), allows(12), software(11), developers(10), data(8)"
Backend,133,12,143,70.34586466165413,79,790,416.1203007518797,"api(225), applications(182), developers(120), data(79), users(77), allows(76), service(71), mobile(67), access(63), platform(59)"
Web Site Management,48,33,182,78.91666666666667,178,990,452.0625,"api(102), website(41), web(31), developers(29), users(29), site(26), websites(26), access(26), allows(25), service(22)"
Domains,82,21,148,68.5609756097561,131,862,398.5365853658537,"domain(200), api(152), name(65), services(65), service(54), users(53), domains(48), provides(44), developers(44), dns(43)"
Sentiment,42,51,171,74.45238095238095,312,978,450.3095238095238,"api(99), analysis(59), data(58), sentisum(55), sentiment(53), access(49), allows(38), developers(32), provides(29), available(24)"
Predictions,11,52,117,78.18181818181819,283,679,458.09090909090907,"api(24), data(12), prediction(7), service(7), format(7), developers(7), using(7), suggestions(6), user(6), recommendations(6)"
Data,140,23,267,72.75714285714285,141,1529,425.34285714285716,"api(285), data(257), allows(79), developers(78), information(53), access(48), provides(44), applications(44), platform(37), json(32)"
Semantics,17,59,152,93.88235294117646,356,827,544.9411764705883,"api(43), text(23), service(13), semantic(13), data(12), web(11), meaningcloud(10), content(9), xml(9), json(9)"
Classification,17,33,124,74.17647058823529,183,698,413.3529411764706,"api(26), tags(18), web(16), text(14), service(11), content(11), users(10), information(8), search(8), tag(6)"
Printing,30,12,140,74.13333333333334,91,750,426.1,"api(64), printing(33), print(30), scalable(21), press(21), service(21), allows(19), orders(16), users(15), fulfillment(12)"
Fax,15,40,135,76.26666666666667,237,798,433.73333333333335,"fax(36), api(29), faxes(12), service(10), developers(8), secure(8), users(7), provides(7), allows(7), faxing(7)"
PDF,21,37,305,74.95238095238095,200,1509,406.42857142857144,"api(42), pdf(37), documents(15), users(15), document(13), web(13), developers(12), html(12), create(11), templates(10)"
eSports,3,43,116,72.66666666666667,284,665,434.0,"esports(7), api(7), provides(6), data(5), feeds(4), live(3), pandascore(3), abios(2), statistics(2), services(2)"
Internet of Things,112,36,183,71.24107142857143,230,1069,420.2767857142857,"api(193), devices(98), data(81), developers(66), things(58), internet(55), platform(55), iot(53), applications(48), allows(46)"
Blockchain,11,30,132,71.18181818181819,194,789,441.45454545454544,"blockchain(21), api(15), mobius(13), provides(10), ethereum(6), allows(6), blockchains(5), using(5), bitcoin(5), multiple(4)"
VoIP,6,30,79,46.5,158,504,274.5,"api(11), voice(6), developers(5), calls(4), allows(3), rest(3), users(3), available(3), access(3), flashphoner(3)"
Business,64,28,133,61.109375,181,746,362.359375,"api(124), data(42), business(41), json(34), rest(32), applications(31), developers(31), company(31), clearbit(26), allows(25)"
Machine Learning,39,31,243,83.41025641025641,168,1455,492.3076923076923,"api(73), learning(47), data(42), machine(40), developers(40), build(18), applications(18), access(16), apis(16), models(16)"
Location,67,28,151,69.16417910447761,172,893,400.44776119402985,"api(131), location(68), developers(45), data(42), allows(32), information(27), service(26), access(26), provides(25), applications(25)"
Content Management,43,20,154,70.48837209302326,121,789,401.16279069767444,"api(77), content(73), developers(34), management(32), index(27), allows(22), apis(21), applications(17), create(16), system(15)"
Design,12,37,104,74.08333333333333,199,554,394.0833333333333,"api(25), web(9), developers(8), allows(7), based(7), data(6), uses(6), css(6), text(6), typekit(6)"
Recognition,50,24,142,75.5,167,807,434.56,"api(108), recognition(57), image(41), face(33), images(29), offers(24), developers(23), available(19), data(19), faces(17)"
Healthcare,44,39,188,72.47727272727273,243,1028,435.6136363636364,"api(94), data(41), health(40), developers(33), healthcare(30), information(23), access(21), allows(21), provides(19), available(17)"
Conversions,30,35,121,74.3,180,657,403.1666666666667,"api(45), conversion(39), file(38), apis(33), format(33), users(29), files(26), allows(21), developers(20), pdf(20)"
API,24,21,149,61.458333333333336,127,827,351.3333333333333,"api(57), data(19), developers(16), apis(14), json(12), rest(10), provides(10), access(9), allows(9), service(8)"
Air Travel,42,35,152,72.23809523809524,178,864,435.1666666666667,"api(91), flight(43), developers(36), amadeus(30), information(26), provides(23), travel(22), users(22), access(22), data(21)"
Text,45,21,179,62.577777777777776,125,1080,358.2,"api(73), text(56), developers(26), data(24), service(17), language(13), users(13), semantic(12), allows(12), provides(11)"
Movies,8,41,117,67.125,223,638,374.875,"api(17), information(12), movie(11), developers(7), access(6), movies(6), allows(4), json(4), website(4), format(3)"
Parsing,7,38,142,64.71428571428571,194,744,339.0,"api(14), json(6), available(5), data(5), phone(5), developers(4), parsing(4), responses(3), authentication(3), key(3)"
Crime,4,35,378,148.75,203,2026,811.25,"api(20), data(13), crime(10), fbi(9), calls(7), information(5), records(4), criminal(4), law(4), allows(3)"
Framework,3,36,65,51.333333333333336,188,323,274.0,"framework(4), api(3), cloud(3), laravel(2), web(2), integrate(2), applications(2), para(2), backend(2), tier(2)"
Learning Management Systems,6,59,115,80.5,333,632,461.6666666666667,"api(13), system(9), learning(8), management(8), users(7), services(6), lms(5), provides(5), students(3), access(3)"
WebRTC,14,39,158,72.35714285714286,223,913,429.64285714285717,"api(28), webrtc(15), video(12), applications(10), communication(10), developers(9), web(8), allows(8), mobile(6), platform(6)"
Auto,50,36,147,72.92,209,750,405.5,"api(100), car(65), vehicle(51), information(45), number(42), data(40), users(40), registration(38), access(31), plate(29)"
Sales,29,26,138,64.51724137931035,159,783,382.17241379310343,"api(56), sales(29), applications(17), data(17), allows(15), developers(15), access(13), available(12), provides(12), users(11)"
Art,9,31,133,61.888888888888886,184,742,330.8888888888889,"api(16), art(15), project(6), used(5), access(4), images(4), allows(4), design(4), json(4), developers(4)"
Words,7,31,130,75.71428571428571,163,584,401.14285714285717,"api(14), text(6), word(5), words(5), developers(4), returns(4), lines(4), users(3), part(3), poem(3)"
Testing,18,34,146,78.11111111111111,174,824,449.05555555555554,"api(42), testing(22), test(19), developers(17), provides(11), results(11), users(10), tests(10), allows(9), data(9)"
Wearable,12,27,139,66.58333333333333,147,808,384.0,"api(21), data(10), information(10), fitness(9), health(7), applications(7), activity(6), create(6), devices(6), wellness(6)"
Intelligence,22,41,127,76.5909090909091,243,774,467.09090909090907,"api(42), data(25), analysis(23), user(22), intelligence(20), address(19), detection(19), json(17), language(17), offers(13)"
Reporting,11,25,106,62.45454545454545,158,588,363.1818181818182,"api(21), reports(12), data(8), google(7), analytics(7), reporting(7), json(5), developers(5), report(5), integrate(4)"
Application Development,123,21,233,70.2439024390244,105,1374,415.6422764227642,"api(215), applications(96), developers(93), allows(76), application(57), users(49), access(45), platform(45), create(41), development(41)"
Invoicing,11,36,68,54.45454545454545,210,404,324.45454545454544,"api(20), invoicing(11), invoice(7), access(7), applications(7), online(6), service(6), invoices(6), data(6), developers(5)"
Home Automation,22,40,96,65.9090909090909,227,558,387.0,"home(43), api(35), devices(24), allows(18), automation(15), developers(14), assistant(13), control(13), users(13), access(10)"
TV,16,30,88,60.75,170,460,340.875,"api(26), kids(13), services(10), shows(9), web(9), access(9), users(8), applications(8), methods(8), information(7)"
Collaboration,32,36,119,70.4375,235,686,413.5,"api(56), users(21), developers(21), access(21), collaboration(19), platform(18), allows(18), applications(17), zimbra(15), rest(11)"
Cycling,7,47,138,91.0,281,737,498.57142857142856,"api(14), bike(9), json(6), divvy(6), bicycles(5), developers(5), apps(5), available(5), city(5), chicago(5)"
Streaming,17,32,117,68.0,203,714,404.6470588235294,"api(38), streaming(22), live(20), developers(11), video(11), data(9), rest(9), applications(8), allows(7), access(7)"
Software-as-a-Service,45,35,155,80.82222222222222,177,907,480.8222222222222,"api(111), rest(46), allows(41), developers(36), http(33), service(24), software(21), applications(20), atlassian(20), stash(20)"
Models,5,58,90,77.2,292,493,421.4,"api(8), cad(8), viewer(7), files(7), allows(5), model(5), sculpteo(5), business(4), provides(4), industry(4)"
Products,14,38,124,69.0,220,700,401.5,"product(31), api(22), information(17), products(15), sears(12), data(9), users(9), provides(7), access(6), allows(5)"
Currency,19,31,192,77.0,161,1117,445.05263157894734,"api(38), currency(20), users(14), rates(14), exchange(12), provides(12), information(11), currencies(9), allows(8), data(7)"
Medicine,3,55,105,85.66666666666667,337,572,489.6666666666667,"information(5), api(5), developers(4), umls(4), stat(2), ref(2), healthcare(2), wide(2), medicine(2), use(2)"
Documents,31,37,118,69.38709677419355,223,676,387.258064516129,"api(62), documents(32), document(31), allows(18), developers(17), data(13), files(12), users(11), zoho(11), applications(11)"
Localization,7,63,110,77.71428571428571,376,673,460.2857142857143,"api(14), developers(6), user(6), users(5), localization(5), provides(5), crowdin(5), application(4), access(4), search(4)"
Nutrition,8,34,126,75.125,192,751,456.5,"api(16), nutrition(10), developers(8), information(6), data(6), products(6), apps(5), create(5), nutritional(5), food(4)"
Wi-Fi,6,40,73,54.666666666666664,267,450,337.5,"api(8), developers(6), allows(5), applications(5), internet(4), hotspot(4), wifi(4), orange(4), open(3), garden(3)"
Lists,13,34,125,67.46153846153847,187,692,386.38461538461536,"api(27), lists(14), developers(14), github(14), list(10), integrate(9), applications(9), allows(8), goals(7), authentication(6)"
Applications,31,42,187,75.70967741935483,253,1101,450.3225806451613,"api(57), applications(39), app(24), developers(24), service(22), allows(21), data(16), apps(15), application(14), provides(13)"
Natural Language Processing,52,1,294,86.78846153846153,14,1598,514.6923076923077,"api(99), language(64), text(53), natural(43), analysis(37), applications(29), data(27), processing(27), content(26), extraction(25)"
Mail,7,51,144,99.14285714285714,317,798,573.5714285714286,"api(18), mailing(10), mail(8), users(7), service(6), lists(5), web(5), account(5), subscriber(5), email(4)"
Identity,25,29,149,68.76,214,828,406.32,"api(42), identity(35), users(13), applications(12), access(11), user(11), developers(10), json(10), authentication(10), information(9)"
Customer Service,27,33,110,66.66666666666667,219,685,408.48148148148147,"api(47), customer(30), service(26), support(24), allows(17), applications(16), platform(15), provides(13), chat(13), developers(13)"
Dictionary,20,30,143,72.7,186,808,427.75,"api(38), dictionary(29), words(20), english(13), language(12), provides(12), word(12), allows(11), definitions(11), access(10)"
Hosting,48,33,143,68.75,195,834,404.1041666666667,"api(103), hosting(50), services(39), developers(29), allows(28), access(27), web(25), users(24), provides(23), servers(21)"
Random,6,28,203,74.83333333333333,140,1010,380.0,"api(13), data(6), credits(5), random(4), name(4), key(4), allows(4), user(4), xml(4), generate(3)"
Gambling,27,41,121,63.629629629629626,221,709,369.7037037037037,"api(58), william(24), hill(24), betting(21), gambling(20), online(17), requests(17), data(16), sports(15), developers(14)"
Adoption,1,58,58,58.0,332,332,332.0,"servicerocket(2), use(2), api(2), atlassian(2), confluence(2), form(2), software(1), adoption(1), company(1), scaffolding(1)"
Directories,12,42,120,67.5,229,690,375.75,"api(22), data(21), phone(15), whitepages(13), address(10), provides(9), developers(8), pro(8), people(8), email(7)"
Audio,26,26,198,79.96153846153847,162,1148,457.96153846153845,"api(56), audio(56), applications(18), allows(15), developers(14), provides(10), content(10), device(10), control(10), available(10)"
Integration,4,43,89,67.75,264,586,410.0,"api(10), google(4), services(4), integration(4), provides(3), software(3), cloud(3), kosmos(3), calcfusion(3), javascript(2)"
DevOps,9,32,86,57.0,173,485,334.8888888888889,"api(13), applications(6), cloud(6), management(6), platform(5), metadata(5), developers(5), provides(4), access(4), infrastructure(4)"
Community,5,63,97,76.0,384,590,453.8,"api(8), community(8), content(6), data(5), information(5), church(4), technologies(4), provides(4), used(3), services(3)"
Emergency,6,41,67,56.333333333333336,244,414,328.8333333333333,"emergency(8), api(7), access(6), allows(5), dorsal(5), alert(4), developers(4), information(4), system(3), haas(3)"
Torrents,4,51,140,79.5,269,833,441.75,"torrents(7), api(7), torrent(5), information(4), links(3), access(3), shows(3), bitport(3), debrid(3), link(3)"
Feedback,12,46,130,73.08333333333333,275,722,422.5,"feedback(21), api(17), customer(9), data(8), allows(8), provides(7), service(7), platform(7), access(6), users(6)"
Artificial Intelligence,39,21,119,58.256410256410255,139,728,354.97435897435895,"api(64), image(27), developers(22), provides(21), deepai(18), intelligence(18), recognition(15), allows(14), data(13), sentiment(13)"
Merchants,9,48,83,62.0,271,479,382.8888888888889,"api(16), applications(9), developers(8), integrate(8), merchant(7), access(6), products(5), http(5), cart(4), allows(4)"
API Management,17,28,237,81.94117647058823,152,1302,465.88235294117646,"api(53), apis(27), platform(19), cloud(17), developers(16), money(13), set(11), tips(10), management(10), access(9)"
Mobile,45,37,172,69.44444444444444,179,907,408.44444444444446,"api(78), mobile(59), allows(31), users(29), applications(27), developers(24), access(22), data(19), integrate(16), app(15)"
Voice,39,29,153,67.48717948717949,196,908,404.87179487179486,"api(59), voice(47), developers(37), speech(25), provides(24), allows(18), knurld(18), service(16), mobile(16), calls(16)"
Holidays,5,44,124,74.8,243,676,423.6,"api(14), holidays(10), holiday(8), countries(6), access(6), information(4), date(4), developers(3), country(3), json(3)"
Health,26,41,135,81.46153846153847,237,849,468.3076923076923,"data(47), api(46), health(34), access(18), provides(14), users(12), rest(10), activity(10), allows(9), platform(9)"
Books,9,34,108,65.77777777777777,189,596,359.77777777777777,"api(13), book(13), books(10), search(5), available(5), covers(4), data(4), provides(4), library(4), web(4)"
Customer Relationship Management,43,43,109,72.72093023255815,258,681,438.25581395348837,"api(77), crm(36), customer(33), data(27), allows(24), developers(24), management(21), users(19), monitoring(18), provides(17)"
Podcasts,7,24,70,51.285714285714285,128,373,290.85714285714283,"api(13), podcasts(6), search(6), developers(5), audio(5), topics(4), art19(4), episodes(3), people(3), podcast(3)"
QR Codes,5,40,80,61.0,211,429,312.8,"code(11), api(8), codes(8), generator(6), animated(4), use(4), data(4), users(3), acme(2), restful(2)"
Insurance,4,65,201,102.75,373,1169,608.0,"insurance(14), api(7), management(4), users(4), tips(4), used(4), tipsgo(4), platform(4), money(4), allows(3)"
Ratings,7,50,161,94.14285714285714,282,863,533.8571428571429,"api(13), site(9), data(7), service(7), information(6), developers(5), reviews(5), website(5), ranking(5), allows(4)"
Addresses,30,32,135,62.03333333333333,212,762,359.73333333333335,"api(52), address(41), addresses(24), data(22), json(13), developers(13), service(13), format(12), users(11), provides(9)"
Validation,10,32,180,82.4,185,945,451.4,"api(18), credits(10), allows(7), validation(7), validate(6), developers(6), key(6), applications(6), service(6), apis(5)"
Encoding,7,43,92,64.42857142857143,221,452,356.85714285714283,"api(14), developers(9), encoding(6), video(6), snippets(5), media(5), data(4), allows(4), applications(4), videos(4)"
